Unnamed: 0,POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,PRICE
209,Dealer,Completed,Approved,3,BHK,1195.652174,Ready,Resale,"Ghodbunder Road,Lalitpur",24.69028,78.41889,110.0
210,Dealer,Completed,Not Approved,3,BHK,1395.032324,Ready,Resale,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,41.0
211,Owner,Completed,Not Approved,2,BHK,850.1594049,Ready,Resale,"Palghar,Palghar",19.696531,72.767746,24.0
212,Dealer,Completed,Not Approved,2,BHK,909.4339623,Ready,Resale,"Keelkattalai,Chennai",12.957707,80.18367099999999,48.2
213,Owner,Under Construction,Not Approved,2,BHK,910.0937672,Not Ready,Resale,"Ramna,Varanasi",25.248438,83.014116,33.0
214,Dealer,Completed,Not Approved,3,BHK,1850.070303,Ready,Resale,"Aga Abbas Ali Road,Bangalore",12.96991,77.59796,250.0
215,Dealer,Completed,Approved,3,BHK,2069.857697,Ready,Resale,"Sector-107 Noida,Noida",28.546788,77.37849399999999,160.0
216,Dealer,Completed,Approved,2,BHK,820.0082001000001,Ready,Resale,"Thane West,Mumbai",19.18,72.96333,140.0
217,Dealer,Completed,Not Approved,2,BHK,1241.8075199999998,Ready,Resale,"Sargasan,Gandhinagar",23.182972,72.611485,36.0
218,Dealer,Completed,Approved,3,BHK,1014.120668,Ready,New,"Kharadi,Maharashtra",18.5438,73.9438,79.0
219,Dealer,Completed,Not Approved,4,BHK,2302.158273,Ready,Resale,,30.697795000000003,76.714722,160.0
220,Dealer,Completed,Not Approved,2,BHK,900.0782677000001,Ready,Resale,"Sector 35I Kharghar,Lalitpur",24.69028,78.41889,69.0
221,Builder,Under Construction,Not Approved,2,BHK,898.5074627,Not Ready,New,"Jalukbari,Guwahati",26.154874,91.670312,30.1
222,Dealer,Completed,Not Approved,3,BHK,2235.294118,Ready,Resale,"C-Scheme,Jaipur",26.91667,75.86667,190.0
223,Dealer,Completed,Not Approved,3,BHK,1350.0,Ready,Resale,"Sector-50 Noida,Noida",28.5679,77.3679,81.0
224,Dealer,Completed,Approved,2,BHK,1100.110011,Ready,Resale,"Warje,Pune",18.485487,73.80377299999999,70.0
225,Dealer,Completed,Approved,1,BHK,612.1199755,Ready,Resale,"Mambakkam,Chennai",12.8356,80.1682,30.0
226,Owner,Completed,Not Approved,2,BHK,1100.352113,Ready,Resale,"Sai Nagar,Amravati",20.892133,77.741664,25.0
227,Dealer,Completed,Approved,5,,5194.805195,Ready,Resale,"Sector-128 Noida,Noida",28.522931,77.357078,400.0
228,Dealer,Completed,Not Approved,3,BHK,1475.2567689999998,Ready,Resale,"Sector-137 Noida,Noida",28.506454,77.40956800000001,79.0
229,Dealer,Completed,Approved,4,BHK,2780.191138,Ready,Resale,"Sector-79 Noida,Noida",28.558047,77.392752,160.0
230,Builder,Under Construction,Not Approved,1,BHK,300.0260892,Not Ready,New,"Kachimet,Lalitpur",24.69028,78.41889,11.5
231,Owner,Completed,Not Approved,2,BHK,1000.0,Ready,Resale,"Venkojipalem,Visakhapatnam",17.7,83.25,50.0
232,Dealer,Completed,Not Approved,2,BHK,1532.720245,Ready,Resale,"Goregaon (East),Mumbai",19.1615,72.8731,230.0
233,Dealer,Under Construction,Approved,2,BHK,995.8314034,Not Ready,New,"Sevasi,Vadodara",22.311323,73.121275,21.5
234,Dealer,Completed,Not Approved,3,BHK,1646.706587,Ready,New,"Sector-90 Gurgaon,Gurgaon",28.406794,76.936447,110.0
235,Dealer,Completed,Not Approved,4,BHK,2350.965575,Ready,Resale,"Sunny Enclave,Mohali",30.664299,76.817624,56.0
236,Owner,Completed,Not Approved,3,BHK,534.061239,Ready,Resale,"Sector 55 Faridabad,Faridabad",28.34532,77.299035,45.0
237,Dealer,Under Construction,Approved,2,BHK,1100.0,Not Ready,Resale,"Majiwada,Mumbai",19.218498,72.992114,110.0
238,Dealer,Completed,Not Approved,3,BHK,1968.888889,Ready,Resale,"GS Road,Guwahati",26.16667,91.76667,88.6
239,Dealer,Completed,Approved,3,BHK,2196.354052,Ready,Resale,"Sector-110 Noida,Noida",28.536585,77.383669,100.0
240,Dealer,Completed,Approved,4,BHK,2400.0,Ready,Resale,"Laxmi Nagar,Mumbai",22.281215,70.789479,300.0
241,Dealer,Completed,Not Approved,2,BHK,1650.252861,Ready,Resale,"Hadapsar,Pune",18.49667,73.94167,62.0
242,Dealer,Under Construction,Approved,2,BHK,632.0572844999999,Not Ready,New,"Vasai East,Mumbai",19.402549,72.85441800000001,45.9
243,Owner,Completed,Not Approved,2,BHK,1034.965035,Ready,Resale,"Chinhat,Lucknow",26.882832,81.033767,37.0
244,Dealer,Completed,Not Approved,2,BHK,965.0439631,Ready,Resale,"kavesar,Maharashtra",18.96,72.82,90.0
245,Builder,Under Construction,Approved,2,BHK,600.5495224,Not Ready,New,"Sus,Lalitpur",24.69028,78.41889,45.9
246,Dealer,Completed,Not Approved,2,BHK,984.8484848,Ready,Resale,"Hiranandani Estate,Mumbai",19.255098,72.9815265,130.0
247,Dealer,Completed,Not Approved,3,BHK,1700.060716,Ready,Resale,"Chembur,Mumbai",19.05871,72.89969,420.0
248,Dealer,Completed,Approved,1,BHK,546.0145603999999,Ready,New,"Thane West,Mumbai",19.18,72.96333,58.5
249,Dealer,Completed,Not Approved,2,BHK,1195.499297,Ready,Resale,"Karamsad,Anand",22.55,72.9,17.0
250,Dealer,Under Construction,Approved,3,BHK,1677.4685470000002,Not Ready,Resale,"Thakur Village,Mumbai",18.914541,72.818211,220.0
251,Dealer,Completed,Approved,3,BHK,1699.716714,Ready,Resale,"Crossing Republik,Ghaziabad",28.629811,77.434197,48.0
252,Dealer,Completed,Not Approved,2,BHK,1075.027996,Ready,Resale,"sector-121 Noida,Noida",28.602325,77.40199399999999,48.0
253,Dealer,Under Construction,Approved,1,BHK,485.790072,Not Ready,New,"Balkum,Mumbai",19.222101,72.988231,64.1
254,Owner,Completed,Not Approved,2,BHK,929.8998569,Ready,Resale,"Rajarajeshwari Nagar,Bangalore",12.919423,77.522774,52.0
255,Dealer,Completed,Not Approved,3,BHK,1438.021283,Ready,Resale,"Hiranandani Gardens - Powai,Lalitpur",19.124896,72.89350300000001,600.0
256,Dealer,Completed,Not Approved,5,BHK,5299.954894,Ready,Resale,"Iblur Village,Bangalore",12.91668,77.59196,470.0
257,Dealer,Completed,Approved,2,BHK,1020.181859,Ready,Resale,"Thanisandra,Bangalore",13.055985,77.622157,46.0
258,Owner,Completed,Not Approved,2,BHK,1070.135002,Ready,Resale,"Vaishali,Ghaziabad",28.6423,77.3445,65.0
259,Owner,Completed,Not Approved,2,BHK,2400.384061,Ready,Resale,"Tiruchanur,Tirupati",13.603543,79.460402,50.0
260,Owner,Completed,Not Approved,3,BHK,1767.388826,Ready,Resale,"Kompally,Secunderabad",17.546483,78.480303,77.5
261,Builder,Under Construction,Approved,1,BHK,524.0,Not Ready,New,"Tathawade,Pune",18.6182,73.7447,26.2
262,Dealer,Under Construction,Approved,2,BHK,923.7875289,Not Ready,Resale,"Sector-63A Gurgaon,Gurgaon",28.359199,76.836683,120.0
263,Dealer,Completed,Not Approved,3,BHK,1657.275439,Ready,Resale,"Banashankari Stage VI,Bangalore",12.9223,77.5532,100.0
264,Dealer,Completed,Not Approved,2,BHK,680.0,Ready,Resale,"Mulund (West),Lalitpur",19.1759,72.9522,170.0
265,Owner,Completed,Not Approved,2,BHK,1100.478469,Ready,Resale,"Gorwa,Vadodara",22.3301,73.1611,23.0
266,Dealer,Completed,Approved,3,BHK,1701.6949149999998,Ready,New,"Bhatagaon,Raipur",21.152442,81.090184,50.2
267,Owner,Completed,Not Approved,1,BHK,451.0309278,Ready,Resale,"Shalimar Garden Extension II,Ghaziabad",28.689982,77.339807,14.0
268,Dealer,Completed,Not Approved,3,BHK,2727.8562260000003,Ready,Resale,"Rajarhat,Kolkata",22.54111,88.33778000000001,85.0
269,Owner,Completed,Not Approved,2,BHK,1000.0,Ready,Resale,"Cantonment,Vizianagaram",18.116670000000003,83.41667,30.0
270,Dealer,Completed,Not Approved,3,BHK,1790.1897600000002,Ready,Resale,"Sector-81 Gurgaon,Gurgaon",28.388225,76.946376,100.0
271,Owner,Completed,Not Approved,2,BHK,1100.352113,Ready,Resale,"Patuli GhoshPara,Kolkata",22.598675,88.438512,25.0
272,Dealer,Completed,Approved,2,BHK,1232.162459,Ready,Resale,"Sector 80 Faridabad,Faridabad",28.381971000000004,77.347688,44.9
273,Dealer,Completed,Not Approved,1,BHK,497.988891,Ready,Resale,"Dharapur,Guwahati",26.137220000000003,91.62778,26.0
274,Owner,Completed,Not Approved,3,BHK,1726.017442,Ready,Resale,"Kadugodi,Bangalore",12.995285,77.766797,95.0
275,Dealer,Under Construction,Approved,3,BHK,1320.052802,Not Ready,Resale,"Kharadi,Pune",18.5438,73.9438,110.0
276,Owner,Completed,Not Approved,2,BHK,990.0990099,Ready,Resale,"New Shanti Nagar,Raipur",21.250076,81.660749,25.0
277,Dealer,Completed,Not Approved,1,BHK,675.0441375,Ready,Resale,"Sector-35G Kharghar,Lalitpur",24.69028,78.41889,65.0
278,Owner,Completed,Not Approved,2,BHK,674.0361283,Ready,Resale,"Punkunnam,Thrissur",10.5339,76.2085,25.0
279,Dealer,Completed,Not Approved,1,BHK,775.1114886,Ready,Resale,"Sector-99 Noida,Noida",28.543278000000004,77.358896,36.5
280,Dealer,Completed,Not Approved,2,,718.1042049,Ready,Resale,"Powai,Lalitpur",19.12,72.91,180.0
281,Dealer,Under Construction,Approved,4,BHK,3200.0,Not Ready,Resale,"Sector-150 Noida,Noida",28.429614,77.481711,180.0
282,Owner,Completed,Approved,2,BHK,945.1795841,Ready,Resale,"Giduri,Satna",24.586021,80.78740400000001,30.0
283,Dealer,Completed,Approved,2,BHK,1089.028042,Ready,Resale,"Laxmi Nagar,Maharashtra",20.07911,73.911636,160.0
284,Dealer,Completed,Approved,2,BHK,942.1518749,Ready,Resale,"Mysore Road,Bangalore",12.96991,77.59796,50.0
285,Dealer,Completed,Not Approved,2,BHK,1370.0,Ready,Resale,"Nirman Nagar,Jaipur",19.980678,79.297436,82.2
286,Owner,Completed,Not Approved,2,BHK,1265.111049,Ready,Resale,"Andalpuram,Madurai",9.90708,78.102316,90.0
287,Dealer,Completed,Not Approved,3,BHK,1394.31121,Ready,Resale,"Dhokali,Lalitpur",24.69028,78.41889,100.0
288,Dealer,Under Construction,Not Approved,2,BHK,800.0,Not Ready,Resale,"Chandapura,Bangalore",12.80009,77.71181999999999,27.0
289,Dealer,Under Construction,Approved,3,BHK,1505.144771,Not Ready,Resale,"Zirakpur,Chandigarh",30.662283,76.822397,62.9
290,Owner,Completed,Not Approved,3,BHK,1067.270375,Ready,Resale,"Shiv Mandir,Siliguri",25.232239,71.392013,33.0
291,Owner,Completed,Not Approved,3,BHK,1400.059577,Ready,Resale,"Kathreguppe,Bangalore",12.913771,77.768321,94.0
292,Dealer,Completed,Not Approved,1,BHK,728.9473684,Ready,Resale,"Pratap Nagar,Jaipur",26.807408,75.83865899999999,27.7
293,Dealer,Completed,Approved,3,BHK,1293.103448,Ready,New,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,37.5
294,Builder,Under Construction,Approved,3,BHK,106469.0027,Not Ready,New,"Vishrantwadi,Lalitpur",24.69028,78.41889,9480.0
295,Dealer,Completed,Not Approved,3,BHK,2939.624633,Ready,Resale,"Sector-65 Gurgaon,Gurgaon",28.403138,77.070052,390.0
296,Dealer,Completed,Approved,2,BHK,1431.068385,Ready,Resale,"Sector-66A Mohali,Mohali",30.661104,76.746082,65.5
297,Owner,Completed,Not Approved,3,BHK,1350.063532,Ready,Resale,"BTM 1st Stage,Bangalore",12.96991,77.59796,85.0
298,Owner,Completed,Not Approved,1,BHK,750.1630789,Ready,Resale,"Pal Gam,Surat",21.189685,72.841062,23.0
299,Dealer,Completed,Approved,3,BHK,1170.074459,Ready,Resale,"Ghodbunder Road,Lalitpur",24.69028,78.41889,99.0
300,Owner,Completed,Not Approved,2,BHK,1121.076233,Ready,Resale,"Dixit Nagar,Lalitpur",24.69028,78.41889,45.0
301,Dealer,Completed,Not Approved,4,BHK,1904.761905,Ready,Resale,"Sector-44 Chandigarh,Chandigarh",30.714837,76.751896,100.0
302,Dealer,Completed,Not Approved,4,BHK,7054.132801999999,Ready,Resale,"Sector-81 Gurgaon,Gurgaon",28.388225,76.946376,460.0
303,Dealer,Completed,Not Approved,2,BHK,950.0285009,Ready,Resale,"Malad (East),Maharashtra",19.1758,72.8643,150.0
304,Owner,Completed,Not Approved,2,BHK,969.9321048,Ready,Resale,"Mylasandra,Bangalore",12.852041,77.616315,40.0
305,Dealer,Completed,Not Approved,1,BHK,636.0078278,Ready,Resale,"Sector 35I Kharghar,Mumbai",19.038205,73.06612,52.0
306,Dealer,Completed,Not Approved,4,BHK,4578.507945,Ready,Resale,"Sathya Sai Layout,Bangalore",12.929162,77.629041,340.0
307,Owner,Completed,Not Approved,1,BHK,700.0259269,Ready,Resale,"Wagholi,Pune",18.5823,73.983,27.0
308,Dealer,Completed,Not Approved,3,BHK,1859.637775,Ready,Resale,"Majiwada,Lalitpur",19.218498,72.992114,230.0
309,Owner,Completed,Not Approved,3,BHK,1700.1866059999998,Ready,Resale,"ISBT Tutikandi,Shimla",31.097061,77.15489699999999,82.0
310,Dealer,Completed,Not Approved,3,BHK,1847.187238,Ready,New,"Sector-86 Gurgaon,Gurgaon",28.397468,76.945489,110.0
311,Dealer,Completed,Approved,1,BHK,509.5541401,Ready,New,"Panvel,Maharashtra",18.966114,73.148278,40.0
312,Dealer,Completed,Not Approved,3,BHK,1427.424391,Ready,Resale,"Prince Anwar Shah Rd.,Kolkata",22.56972,88.36972,160.0
313,Owner,Completed,Not Approved,2,BHK,715.0518413,Ready,Resale,"Jaisinghpura,Jaipur",26.532207,75.520538,20.0
314,Owner,Completed,Not Approved,3,BHK,1393.214227,Ready,Resale,"Nehru Nagar,Bangalore",19.062322,72.88075400000001,85.0
315,Owner,Completed,Not Approved,2,BHK,900.3215434,Ready,Resale,"Sector-127 Mohali,Mohali",30.768683000000003,76.650876,22.4
316,Dealer,Completed,Not Approved,2,BHK,1000.0,Ready,Resale,"Thane West,Mumbai",19.18,72.96333,120.0
317,Owner,Completed,Not Approved,2,BHK,800.0,Ready,Resale,"City Center,Gwalior",26.209302,78.194369,35.0
318,Dealer,Under Construction,Not Approved,1,BHK,445.0304928000001,Not Ready,Resale,"Kasar vadavali,Maharashtra",20.084522,72.900306,54.0
319,Owner,Completed,Not Approved,2,BHK,1125.175809,Ready,Resale,"Bandepalya,Bangalore",12.96991,77.59796,56.0
320,Dealer,Completed,Not Approved,2,BHK,1015.113918,Ready,Resale,"Mira Road,Maharashtra",19.283359,72.864964,90.0
321,Owner,Completed,Approved,2,BHK,1200.4175369999998,Ready,Resale,"Katara Hills,Bhopal",23.185756,77.498465,23.0
322,Dealer,Completed,Approved,1,BHK,1060.147122,Ready,Resale,"Devanahalli,Bangalore",13.23,77.7,49.0
323,Owner,Completed,Not Approved,3,BHK,1654.8463359999998,Ready,Resale,"Kakkanad,Kochi",9.930471,76.271273,70.0
324,Dealer,Completed,Not Approved,3,BHK,1175.121811,Ready,Resale,"Rajarhat,Kolkata",22.54111,88.33778000000001,41.0
325,Owner,Completed,Not Approved,1,BHK,412.0213282,Ready,Resale,"Khodiyar Nagar,Vapi",20.379289,72.932048,8.5
326,Dealer,Completed,Not Approved,3,BHK,1877.435352,Ready,Resale,"Sama Savli Road,Vadodara",22.340396,73.19706,53.0
327,Dealer,Under Construction,Not Approved,2,BHK,1150.121065,Not Ready,Resale,"TC Palaya,Bangalore",50.817397,4.42145,38.0
328,Owner,Completed,Not Approved,2,BHK,910.0529101,Ready,Resale,"Vimal Nagar,Rajkot",22.281878,70.752639,43.0
329,Builder,Under Construction,Approved,2,BHK,1080.0,Not Ready,New,"KR Puram,Bangalore",13.010349,77.712151,32.4
330,Dealer,Completed,Approved,3,BHK,1902.843071,Ready,Resale,"Binny Pete,Bangalore",12.96991,77.59796,170.0
331,Owner,Completed,Not Approved,1,BHK,850.4606662,Ready,Resale,"Bicholi Mardana,Indore",22.1764,75.8193,12.0
332,Dealer,Under Construction,Approved,2,BHK,1051.223242,Not Ready,Resale,"Thane West,Lalitpur",19.18,72.96333,110.0
333,Dealer,Completed,Approved,2,BHK,945.0617925,Ready,Resale,"Ghodbunder Road,Lalitpur",24.69028,78.41889,91.0
334,Owner,Under Construction,Not Approved,2,BHK,570.0958797999999,Not Ready,Resale,"Ashoka Garden,Bhopal",23.259859,77.427777,22.0
335,Dealer,Completed,Not Approved,2,BHK,1050.070432,Ready,Resale,"Sector 19 Ulwe,Maharashtra",19.049989,73.077321,82.0
336,Dealer,Completed,Approved,2,BHK,1785.060417,Ready,Resale,"Andheri (East),Mumbai",19.1145,72.8712,390.0
337,Owner,Completed,Not Approved,2,BHK,800.0,Ready,Resale,"Garia,Kolkata",22.403867,88.47000600000001,35.0
338,Owner,Completed,Not Approved,2,BHK,750.0551511,Ready,Resale,,12.919987,77.489265,34.0
339,Dealer,Completed,Not Approved,2,BHK,1129.908619,Ready,Resale,"Sector-16 Ulwe,Lalitpur",28.409274,77.322293,91.5
340,Builder,Under Construction,Approved,4,BHK,2857.142857,Not Ready,New,"Bicholi Mardana,Indore",22.1764,75.8193,120.0
341,Dealer,Completed,Not Approved,2,BHK,896.6801117000001,Ready,Resale,"Zirakpur,Chandigarh",30.662283,76.822397,28.9
342,Owner,Completed,Not Approved,2,BHK,900.116144,Ready,Resale,"Udaya Nagar,Bangalore",16.198332,77.34239000000001,31.0
343,Owner,Completed,Not Approved,3,BHK,1870.32419,Ready,Resale,"Kundli,Sonipat",28.874383,77.113251,75.0
344,Owner,Completed,Not Approved,2,,1288.102262,Ready,Resale,"Hennur Road,Bangalore",13.0306,77.6485,78.6
345,Dealer,Under Construction,Approved,4,BHK,2461.538462,Not Ready,Resale,"Vaishali Nagar,Jaipur",26.91868,75.750399,160.0
346,Dealer,Completed,Not Approved,2,BHK,1066.408143,Ready,Resale,"Bhayli,Vadodara",22.288976,73.128222,22.0
347,Dealer,Completed,Not Approved,4,BHK,4299.996417,Ready,Resale,"Andheri (West),Mumbai",19.139348,72.820458,1200.0
348,Dealer,Under Construction,Approved,2,,816.8491699,Not Ready,New,"Worli,Lalitpur",19.0167,72.8167,370.0
349,Dealer,Completed,Not Approved,2,BHK,1261.625556,Ready,Resale,"Kundli,Sonipat",28.874383,77.113251,31.2
350,Owner,Completed,Not Approved,2,BHK,1160.092807,Ready,Resale,"Kodigehalli,Bangalore",13.0583,77.5732,45.0
351,Dealer,Under Construction,Approved,2,BHK,828.7063893,Not Ready,Resale,"Kurar Village,Lalitpur",12.91668,77.59196,100.0
352,Owner,Completed,Approved,3,BHK,2015.021066,Ready,Resale,"KR Puram,Bangalore",13.010349,77.712151,110.0
353,Dealer,Completed,Not Approved,3,BHK,2765.784114,Ready,Resale,"Ajmer Road,Jaipur",26.928785,75.828002,67.9
354,Dealer,Completed,Not Approved,2,BHK,790.0334245,Ready,Resale,"Phase 1 Kammasandra,Bangalore",12.863492,77.74143000000001,26.0
355,Builder,Completed,Not Approved,3,,1358.024691,Ready,New,"Ekkaduthangal,Chennai",13.09,80.27,110.0
356,Owner,Completed,Not Approved,1,BHK,850.1594049,Ready,Resale,"Harinagar,Surat",21.800275,72.60499300000001,24.0
357,Dealer,Completed,Not Approved,2,BHK,1115.075825,Ready,Resale,"Sector 21 Ulwe,Mumbai",18.973908,73.02510600000001,100.0
358,Dealer,Completed,Not Approved,1,BHK,406.3088686,Ready,Resale,"DN Nagar,Maharashtra",20.742166,80.104602,110.0
359,Dealer,Completed,Not Approved,2,BHK,1080.080235,Ready,Resale,"Kasba,Kolkata",22.519728,88.38573000000001,70.0
360,Dealer,Completed,Approved,4,BHK,3621.234302,Ready,Resale,"Nagavarapalya,Bangalore",12.96991,77.59796,470.0
361,Dealer,Under Construction,Approved,6,BHK,10050.25126,Not Ready,Resale,"Sector-124 Noida,Noida",28.548382,77.32781899999999,1200.0
362,Dealer,Completed,Not Approved,3,BHK,1150.0069,Ready,Resale,"Chembur,Maharashtra",19.05871,72.89969,250.0
363,Owner,Completed,Approved,3,BHK,2489.4067800000003,Ready,Resale,"Doddanekundi,Bangalore",12.980033,77.69932800000001,94.0
364,Dealer,Under Construction,Not Approved,3,BHK,1894.179894,Not Ready,Resale,"Naini,Allahabad",25.3945,81.8615,53.7
365,Dealer,Completed,Not Approved,4,BHK,4000.0,Ready,Resale,"Sector-4 Vaishali,Ghaziabad",28.644695,77.33895600000001,140.0
366,Dealer,Completed,Approved,2,BHK,1269.146608,Ready,Resale,"Bicholi Hapsi,Indore",22.727017,75.93404100000001,40.6
367,Owner,Completed,Approved,4,BHK,3458.3665869999995,Ready,Resale,"Sector-78 Noida,Noida",28.560719,77.386208,260.0
368,Builder,Completed,Approved,2,BHK,835.2668213,Ready,New,"Naya Raipur,Raipur",29.9055,75.2547,25.2
369,Owner,Completed,Not Approved,2,BHK,1185.146168,Ready,Resale,"Rajarhat,Kolkata",22.54111,88.33778000000001,90.0
370,Dealer,Completed,Not Approved,3,BHK,1289.872756,Ready,Resale,"Devanahalli,Bangalore",13.23,77.7,74.0
371,Dealer,Completed,Not Approved,3,BHK,2100.0,Ready,Resale,"MG Road,Kochi",11.931023,79.828222,210.0
372,Dealer,Completed,Not Approved,4,BHK,3167.898627,Ready,Resale,"Pal Gam,Surat",21.189685,72.841062,150.0
373,Owner,Completed,Not Approved,4,BHK,433333.3333,Ready,Resale,"Mulanthuruthy,Kochi",9.893479,76.408774,65.0
374,Builder,Completed,Not Approved,2,BHK,845.007783,Ready,Resale,"Kundrathur,Chennai",12.9974,80.0966,38.0
375,Dealer,Completed,Not Approved,1,BHK,850.0,Ready,Resale,"ZAGADE WASTI,Pune",21.0,77.0,27.2
376,Dealer,Under Construction,Approved,2,BHK,923.0100988,Not Ready,Resale,"Ghodbunder Road,Lalitpur",24.69028,78.41889,85.0
377,Owner,Completed,Not Approved,3,BHK,1490.312966,Ready,Resale,"Ramavarappadu,Vijayawada",16.531879,80.670951,60.0
378,Owner,Completed,Not Approved,3,BHK,1480.019734,Ready,Resale,"Radha Vihar,Jaipur",26.222384,85.86210799999999,60.0
379,Owner,Completed,Not Approved,3,BHK,1510.159253,Ready,Resale,,12.8706,77.6279,110.0
380,Dealer,Under Construction,Approved,1,BHK,453.0166793000001,Not Ready,Resale,"Kolshet Road,Lalitpur",24.69028,78.41889,66.0
381,Dealer,Completed,Not Approved,2,,999.6079969,Ready,New,"Dabhoi,Vadodara",22.12947,73.41756,25.5
382,Owner,Completed,Not Approved,2,BHK,1000.0,Ready,Resale,"Narendra Nagar,Nagpur",21.105779,79.078497,30.0
383,Owner,Completed,Not Approved,3,BHK,1350.135014,Ready,Resale,,12.840956,77.659441,60.0
384,Dealer,Completed,Not Approved,3,BHK,1231.578947,Ready,Resale,,12.88784,77.654131,46.8
385,Dealer,Under Construction,Approved,2,BHK,829.8850575,Not Ready,New,"Mangadu,Chennai",13.034709,80.105584,36.1
386,Dealer,Completed,Not Approved,2,BHK,1069.7827519999998,Ready,Resale,"Crossing Republik,Ghaziabad",28.629811,77.434197,32.5
387,Dealer,Completed,Not Approved,1,BHK,610.0273241,Ready,Resale,"Bhandup (West),Maharashtra",19.147866,72.932609,96.0
388,Dealer,Completed,Not Approved,4,BHK,2030.205496,Ready,Resale,"Sector-91 Mohali,Mohali",30.698017,76.679016,82.0
389,Dealer,Completed,Not Approved,2,BHK,978.7377658,Ready,Resale,"Sector 77 Faridabad,Faridabad",28.368269,77.37273,29.0
390,Dealer,Under Construction,Approved,3,BHK,1503.225806,Not Ready,Resale,"Vaishali Nagar,Jaipur",26.91868,75.750399,46.6
391,Dealer,Under Construction,Approved,2,BHK,804.8649615,Not Ready,Resale,"Bannerghatta Road,Bangalore",12.808137,77.58308000000001,45.0
392,Owner,Completed,Not Approved,3,BHK,1400.0518539999998,Ready,Resale,"Gopabandhu Nagar,Berhampur",20.277511,85.810411,54.0
393,Dealer,Completed,Approved,2,BHK,1251.091068,Ready,Resale,"Sarthana Jakatnaka,Surat",21.235342000000003,72.917751,43.0
394,Dealer,Completed,Not Approved,3,BHK,1850.424056,Ready,Resale,"Alwar Bypass Road,Bhiwadi",28.2102,76.8606,48.0
395,Owner,Completed,Not Approved,2,BHK,711.0877008,Ready,Resale,"Anekal,Bangalore",12.732961,77.707059,27.0
