Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion
41,No,Travel_Rarely,933,Research & Development,9,4,Life Sciences,1,200,3,Male,3,1,Laboratory Technician,1.0,Married,6961.0,2,Y,No,21,4,4.0,80,1,7,3.0,5,1
19,No,Travel_Rarely,1181,Research & Development,3,1,Medical,1,201,2,Female,3,1,Laboratory Technician,2.0,Single,16102.0,1,Y,No,14,3,4.0,80,0,1,3.0,1,0
40,No,Travel_Frequently,1395,Research & Development,26,3,Medical,1,202,2,Female,3,2,Research Scientist,2.0,Divorced,8504.0,1,Y,No,11,3,1.0,80,1,20,3.0,20,2
35,No,Travel_Rarely,662,Sales,1,5,Marketing,1,204,3,Male,3,3,Sales Executive,2.0,Married,11439.0,1,Y,No,13,3,,80,2,10,3.0,10,0
53,No,Travel_Rarely,1436,Sales,6,2,Marketing,1,205,2,Male,3,2,Sales Representative,3.0,Married,16047.0,2,Y,Yes,20,4,4.0,80,1,13,1.0,7,4
45,No,Travel_Rarely,194,Research & Development,9,3,Life Sciences,1,206,2,Male,3,2,Laboratory Technician,2.0,Divorced,10901.0,8,Y,No,18,3,3.0,80,1,20,1.0,17,0
32,No,Travel_Frequently,967,Sales,8,3,Marketing,1,207,2,Female,3,3,Sales Executive,4.0,Single,15589.0,1,Y,No,14,3,4.0,80,0,9,3.0,9,3
29,No,Non-Travel,1496,Research & Development,1,1,Technical Degree,1,208,4,Male,3,2,Manufacturing Director,3.0,Married,26283.0,1,Y,No,13,3,1.0,80,1,10,3.0,10,0
51,No,Travel_Rarely,1169,Research & Development,7,4,Medical,1,211,2,Male,2,2,Manufacturing Director,3.0,Married,13983.0,2,Y,No,17,3,3.0,80,0,10,3.0,1,0
58,No,Travel_Rarely,1145,Research & Development,9,3,Medical,1,214,2,Female,2,1,Research Scientist,2.0,Married,,4,Y,Yes,20,4,,80,1,9,2.0,1,0
40,No,Travel_Rarely,630,Sales,4,4,Marketing,1,215,3,Male,2,3,Sales Executive,4.0,Married,8552.0,7,Y,No,11,3,1.0,80,1,15,2.0,12,2
34,No,Travel_Frequently,303,Sales,2,4,Marketing,1,216,3,Female,3,1,Sales Representative,3.0,Married,11314.0,6,Y,No,18,3,4.0,80,1,6,3.0,4,1
22,No,Travel_Rarely,1256,Research & Development,19,1,Medical,1,217,3,Male,3,1,Research Scientist,4.0,Married,11992.0,1,Y,No,24,4,1.0,80,2,2,3.0,2,2
27,No,Non-Travel,691,Research & Development,9,3,Medical,1,218,4,Male,3,1,Research Scientist,,Divorced,5970.0,6,Y,No,18,3,4.0,80,1,6,1.0,2,2
28,No,Travel_Rarely,440,Research & Development,21,3,Medical,1,221,3,Male,3,1,Research Scientist,,Married,6672.0,1,Y,No,11,3,3.0,80,1,5,1.0,5,0
57,No,Travel_Rarely,334,Research & Development,24,2,Life Sciences,1,223,3,Male,4,3,Healthcare Representative,4.0,Divorced,23402.0,3,Y,Yes,16,3,2.0,80,1,12,1.0,5,1
27,No,Non-Travel,1450,Research & Development,3,3,Medical,1,224,3,Male,2,1,Research Scientist,3.0,Divorced,25326.0,1,Y,Yes,15,3,4.0,80,1,1,2.0,1,0
50,No,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,1,226,3,Female,3,5,Manager,2.0,Single,17053.0,3,Y,No,15,3,2.0,80,0,21,3.0,5,4
41,No,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,227,1,Male,3,1,Research Scientist,3.0,Divorced,4609.0,4,Y,No,12,3,1.0,80,1,13,3.0,9,1
30,No,Travel_Rarely,1339,Sales,5,3,Life Sciences,1,228,2,Female,3,3,Sales Executive,,Married,8053.0,2,Y,No,12,3,3.0,80,1,12,3.0,10,7
38,No,Travel_Rarely,702,Sales,1,4,Life Sciences,1,230,1,Female,2,2,Sales Executive,4.0,Single,12930.0,4,Y,No,22,4,3.0,80,0,12,,8,0
32,No,Travel_Rarely,120,Research & Development,6,5,Life Sciences,1,231,3,Male,3,1,Research Scientist,3.0,Single,12430.0,3,Y,No,20,4,1.0,80,0,8,3.0,5,1
27,No,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,1,233,3,Male,3,1,Research Scientist,,Married,13364.0,0,Y,Yes,16,3,4.0,80,1,6,2.0,5,1
19,Yes,Travel_Frequently,602,Sales,1,1,Technical Degree,1,235,3,Female,1,1,Sales Representative,1.0,Single,20989.0,0,Y,No,21,4,,80,0,1,4.0,0,0
36,No,Travel_Frequently,1480,Research & Development,3,2,Medical,1,238,4,Male,3,1,Laboratory Technician,2.0,Single,15062.0,4,Y,No,12,3,3.0,80,0,13,2.0,8,7
30,No,Non-Travel,111,Research & Development,9,3,Medical,1,239,3,Male,3,2,Laboratory Technician,1.0,Divorced,11012.0,1,Y,No,11,3,3.0,80,2,12,3.0,12,6
45,No,Travel_Rarely,1268,Sales,4,2,Life Sciences,1,240,3,Female,3,2,Sales Executive,,Divorced,6319.0,4,Y,Yes,11,3,1.0,80,1,9,4.0,5,0
56,No,Travel_Rarely,713,Research & Development,8,3,Life Sciences,1,241,3,Female,3,1,Research Scientist,,Divorced,13939.0,4,Y,Yes,18,3,3.0,80,1,19,,2,2
33,No,Travel_Rarely,134,Research & Development,2,3,Life Sciences,1,242,3,Male,3,1,Research Scientist,,Single,10515.0,0,Y,No,14,3,1.0,80,0,4,4.0,3,0
19,Yes,Travel_Rarely,303,Research & Development,2,3,Life Sciences,1,243,2,Male,2,1,Laboratory Technician,,Single,,1,Y,No,22,4,3.0,80,0,1,2.0,1,1
46,No,Travel_Rarely,526,Sales,1,2,Marketing,1,244,2,Female,3,3,Sales Executive,,Divorced,2137.0,1,Y,No,25,4,3.0,80,3,24,3.0,24,15
38,No,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,1,245,3,Female,3,1,Laboratory Technician,4.0,Single,6319.0,1,Y,No,12,3,3.0,80,0,2,3.0,2,2
31,No,Travel_Rarely,140,Research & Development,12,1,Medical,1,246,3,Female,3,1,Research Scientist,4.0,Married,6984.0,8,Y,Yes,23,4,3.0,80,1,7,3.0,4,0
34,No,Travel_Rarely,629,Research & Development,27,2,Medical,1,247,4,Female,3,1,Research Scientist,,Single,5711.0,2,Y,No,15,3,4.0,80,0,9,3.0,3,1
41,Yes,Travel_Rarely,1356,Sales,20,2,Marketing,1,248,2,Female,3,1,Sales Representative,2.0,Single,21728.0,1,Y,Yes,22,4,4.0,80,0,4,2.0,4,0
50,No,Travel_Rarely,328,Research & Development,1,3,Medical,1,249,3,Male,2,1,Laboratory Technician,,Married,3425.0,2,Y,No,15,3,4.0,80,1,5,2.0,3,0
53,No,Travel_Rarely,1084,Research & Development,13,2,Medical,1,250,4,Female,4,2,Manufacturing Director,,Divorced,26250.0,1,Y,No,11,3,3.0,80,2,5,3.0,4,1
33,No,Travel_Rarely,931,Research & Development,14,3,Medical,1,252,4,Female,3,1,Research Scientist,2.0,Married,4673.0,1,Y,No,13,3,4.0,80,1,8,3.0,8,1
40,No,Travel_Rarely,989,Research & Development,4,1,Medical,1,253,4,Female,3,5,Manager,,Married,6499.0,1,Y,No,14,3,2.0,80,1,21,3.0,20,9
55,No,Travel_Rarely,692,Research & Development,14,4,Medical,1,254,3,Male,4,5,Research Director,,Single,13339.0,8,Y,No,11,3,4.0,80,0,36,3.0,24,2
34,No,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,1,256,4,Male,2,2,Manufacturing Director,,Married,14074.0,1,Y,No,17,3,3.0,80,0,10,2.0,10,1
51,No,Travel_Rarely,313,Research & Development,3,3,Medical,1,258,4,Female,3,4,Healthcare Representative,2.0,Single,7192.0,3,Y,No,18,3,3.0,80,0,21,3.0,7,1
52,No,Travel_Rarely,699,Research & Development,1,4,Life Sciences,1,259,3,Male,2,5,Manager,3.0,Married,5678.0,0,Y,No,14,3,1.0,80,1,34,3.0,33,11
27,No,Travel_Rarely,894,Research & Development,9,3,Medical,1,260,4,Female,3,1,Research Scientist,2.0,Single,11781.0,1,Y,No,16,3,4.0,80,0,7,2.0,7,0
35,Yes,Travel_Rarely,556,Research & Development,23,2,Life Sciences,1,261,2,Male,2,2,Manufacturing Director,,Married,15497.0,3,Y,Yes,13,3,1.0,80,0,8,3.0,1,0
43,No,Non-Travel,1344,Research & Development,7,3,Medical,1,262,4,Male,4,1,Research Scientist,4.0,Divorced,5228.0,4,Y,No,14,3,4.0,80,3,7,4.0,5,2
45,No,Non-Travel,1195,Research & Development,2,2,Medical,1,264,1,Male,2,4,Manager,,Married,20462.0,9,Y,No,23,4,4.0,80,1,22,3.0,20,11
37,No,Travel_Rarely,290,Research & Development,21,3,Life Sciences,1,267,2,Male,4,1,Research Scientist,1.0,Married,,1,Y,Yes,12,3,1.0,80,1,8,2.0,8,1
35,No,Travel_Frequently,138,Research & Development,2,3,Medical,1,269,2,Female,3,2,Laboratory Technician,,Single,15986.0,5,Y,No,11,3,4.0,80,0,10,3.0,6,1
42,No,Non-Travel,926,Research & Development,21,2,Medical,1,270,3,Female,3,2,Manufacturing Director,3.0,Divorced,16439.0,2,Y,No,16,3,2.0,80,1,11,3.0,5,0
38,No,Travel_Rarely,1261,Research & Development,2,4,Life Sciences,1,271,4,Male,3,2,Manufacturing Director,3.0,Married,7259.0,9,Y,No,14,3,2.0,80,0,14,3.0,1,0
38,No,Travel_Rarely,1084,Research & Development,29,3,Technical Degree,1,273,4,Male,3,2,Manufacturing Director,4.0,Married,4185.0,3,Y,No,18,3,,80,1,9,1.0,7,1
27,No,Travel_Frequently,472,Research & Development,1,1,Technical Degree,1,274,3,Male,2,2,Manufacturing Director,,Married,9679.0,5,Y,No,19,3,3.0,80,1,6,3.0,2,2
49,No,Non-Travel,1002,Research & Development,18,4,Life Sciences,1,275,4,Male,3,2,Manufacturing Director,4.0,Divorced,23793.0,1,Y,Yes,15,3,1.0,80,2,7,3.0,7,1
34,No,Travel_Frequently,878,Research & Development,10,4,Medical,1,277,4,Male,3,1,Research Scientist,3.0,Divorced,5972.0,1,Y,Yes,17,3,4.0,80,1,5,4.0,5,2
40,No,Travel_Rarely,905,Research & Development,19,2,Medical,1,281,3,Male,3,2,Laboratory Technician,,Married,16523.0,8,Y,Yes,15,3,3.0,80,1,15,4.0,7,3
38,Yes,Travel_Rarely,1180,Research & Development,29,1,Medical,1,282,2,Male,3,2,Healthcare Representative,,Married,11354.0,7,Y,Yes,19,3,2.0,80,0,17,3.0,1,0
29,Yes,Travel_Rarely,121,Sales,27,3,Marketing,1,283,2,Female,3,3,Sales Executive,4.0,Married,24525.0,1,Y,No,22,4,4.0,80,3,10,2.0,10,1
22,No,Travel_Rarely,1136,Research & Development,5,3,Life Sciences,1,284,4,Male,4,1,Research Scientist,,Divorced,12392.0,1,Y,Yes,16,3,1.0,80,1,4,2.0,4,2
36,No,Travel_Frequently,635,Research & Development,18,1,Medical,1,286,2,Female,3,1,Laboratory Technician,4.0,Single,7703.0,1,Y,No,13,3,1.0,80,0,8,3.0,8,1
40,No,Non-Travel,1151,Research & Development,9,5,Life Sciences,1,287,4,Male,2,2,Healthcare Representative,4.0,Married,14242.0,9,Y,No,14,3,4.0,80,1,5,1.0,3,0
46,No,Travel_Rarely,644,Research & Development,1,4,Medical,1,288,4,Male,3,3,Healthcare Representative,1.0,Divorced,12368.0,7,Y,No,16,3,3.0,80,1,17,3.0,4,0
32,Yes,Travel_Rarely,1045,Sales,4,4,Medical,1,291,4,Male,1,3,Sales Executive,4.0,Married,25812.0,1,Y,No,11,3,3.0,80,0,14,2.0,14,9
30,No,Non-Travel,829,Research & Development,1,1,Life Sciences,1,292,3,Male,2,3,Manufacturing Director,,Single,20925.0,1,Y,No,22,4,3.0,80,0,12,3.0,11,5
27,No,Travel_Frequently,1242,Sales,20,3,Life Sciences,1,293,4,Female,3,2,Sales Executive,3.0,Single,,1,Y,No,14,3,4.0,80,0,7,3.0,7,0
51,No,Travel_Rarely,1469,Research & Development,8,4,Life Sciences,1,296,2,Male,2,3,Research Director,2.0,Married,15736.0,5,Y,No,16,3,4.0,80,2,16,1.0,10,4
30,Yes,Travel_Rarely,1005,Research & Development,3,3,Technical Degree,1,297,4,Female,3,1,Research Scientist,,Single,,5,Y,Yes,11,3,3.0,80,0,8,3.0,5,0
41,No,Travel_Rarely,896,Sales,6,3,Life Sciences,1,298,4,Female,3,3,Manager,4.0,Single,14674.0,3,Y,Yes,18,3,3.0,80,0,16,3.0,1,0
30,Yes,Travel_Frequently,334,Sales,26,4,Marketing,1,299,3,Female,2,2,Sales Executive,1.0,Single,22967.0,5,Y,No,15,3,3.0,80,0,9,2.0,6,0
29,Yes,Travel_Rarely,992,Research & Development,1,3,Technical Degree,1,300,3,Male,3,1,Research Scientist,3.0,Single,19757.0,0,Y,No,14,3,4.0,80,0,7,2.0,6,1
45,No,Non-Travel,1052,Sales,6,3,Medical,1,302,4,Female,2,3,Sales Executive,,Single,16840.0,6,Y,No,12,3,4.0,80,0,23,3.0,19,12
54,No,Travel_Rarely,1147,Sales,3,3,Marketing,1,303,4,Female,3,2,Sales Executive,1.0,Married,17011.0,2,Y,No,14,3,,80,1,16,3.0,6,0
36,No,Travel_Rarely,1396,Research & Development,5,2,Life Sciences,1,304,4,Male,3,2,Laboratory Technician,2.0,Single,9945.0,8,Y,No,16,3,4.0,80,0,16,4.0,13,3
33,No,Travel_Rarely,147,Research & Development,4,4,Medical,1,305,3,Female,2,1,Research Scientist,2.0,Married,,6,Y,No,21,4,4.0,80,0,7,3.0,3,1
37,No,Travel_Frequently,663,Research & Development,11,3,Other,1,306,2,Male,3,3,Research Director,4.0,Divorced,10056.0,1,Y,Yes,14,3,3.0,80,3,10,3.0,10,0
38,No,Travel_Rarely,119,Sales,3,3,Life Sciences,1,307,1,Male,3,3,Sales Executive,3.0,Divorced,9647.0,0,Y,No,12,3,3.0,80,2,17,2.0,16,5
31,No,Non-Travel,979,Research & Development,1,4,Medical,1,308,3,Male,1,2,Manufacturing Director,3.0,Married,4381.0,0,Y,No,12,3,4.0,80,1,6,3.0,5,1
59,No,Travel_Rarely,142,Research & Development,3,3,Life Sciences,1,309,3,Male,2,1,Research Scientist,4.0,Married,8456.0,3,Y,No,17,3,1.0,80,1,7,3.0,1,0
37,No,Travel_Frequently,319,Sales,4,4,Marketing,1,311,1,Male,3,1,Sales Representative,4.0,Divorced,2539.0,4,Y,No,17,3,3.0,80,1,13,3.0,9,5
29,No,Travel_Frequently,1413,Sales,1,1,Medical,1,312,2,Female,3,3,Sales Executive,4.0,Married,6599.0,1,Y,No,14,3,4.0,80,1,11,3.0,11,4
35,No,Travel_Frequently,944,Sales,1,3,Marketing,1,314,3,Female,3,3,Sales Executive,,Single,9096.0,1,Y,No,14,3,1.0,80,0,10,4.0,10,0
29,Yes,Travel_Rarely,896,Research & Development,18,1,Medical,1,315,3,Male,2,1,Research Scientist,4.0,Single,14961.0,1,Y,Yes,13,3,3.0,80,0,4,2.0,4,0
52,No,Travel_Rarely,1323,Research & Development,2,3,Life Sciences,1,316,3,Female,2,1,Laboratory Technician,4.0,Single,3300.0,7,Y,No,15,3,,80,0,6,2.0,2,2
42,No,Travel_Rarely,532,Research & Development,4,2,Technical Degree,1,319,3,Male,3,5,Manager,4.0,Married,4933.0,1,Y,No,11,3,4.0,80,0,22,3.0,22,11
59,No,Travel_Rarely,818,Human Resources,6,2,Medical,1,321,2,Male,3,1,Human Resources,3.0,Married,25657.0,8,Y,No,17,3,4.0,80,0,7,2.0,2,2
50,No,Travel_Rarely,854,Sales,1,4,Medical,1,323,4,Female,3,5,Manager,,Divorced,,3,Y,No,11,3,,80,1,32,2.0,7,0
33,Yes,Travel_Rarely,813,Research & Development,14,3,Medical,1,325,3,Male,3,1,Laboratory Technician,4.0,Married,22149.0,5,Y,Yes,13,3,3.0,80,1,8,1.0,5,0
43,No,Travel_Rarely,1034,Sales,16,3,Marketing,1,327,4,Female,3,4,Manager,4.0,Married,7744.0,5,Y,Yes,22,4,3.0,80,1,22,3.0,17,1
33,Yes,Travel_Rarely,465,Research & Development,2,2,Life Sciences,1,328,1,Female,3,1,Laboratory Technician,1.0,Married,21509.0,7,Y,No,20,4,1.0,80,0,13,4.0,9,1
52,No,Non-Travel,771,Sales,2,4,Life Sciences,1,329,1,Male,2,5,Manager,3.0,Single,21030.0,1,Y,Yes,18,3,4.0,80,0,33,4.0,33,15
32,No,Travel_Rarely,1401,Sales,4,2,Life Sciences,1,330,3,Female,3,1,Sales Representative,2.0,Married,20990.0,2,Y,No,11,3,1.0,80,1,6,3.0,4,1
32,Yes,Travel_Rarely,515,Research & Development,1,3,Life Sciences,1,331,4,Male,2,1,Laboratory Technician,,Single,9571.0,0,Y,Yes,14,3,4.0,80,0,4,1.0,3,1
39,No,Travel_Rarely,1431,Research & Development,1,4,Medical,1,332,3,Female,3,1,Laboratory Technician,3.0,Divorced,15417.0,7,Y,No,14,3,3.0,80,3,7,,3,1
32,No,Non-Travel,976,Sales,26,4,Marketing,1,333,3,Male,3,2,Sales Executive,4.0,Married,12069.0,0,Y,No,18,3,1.0,80,0,4,3.0,3,2
41,No,Travel_Rarely,1411,Research & Development,19,2,Life Sciences,1,334,3,Male,3,2,Research Scientist,,Divorced,19877.0,2,Y,No,16,3,1.0,80,2,17,2.0,1,0
40,No,Travel_Rarely,1300,Research & Development,24,2,Technical Degree,1,335,1,Male,3,2,Research Scientist,4.0,Divorced,24447.0,1,Y,No,17,3,1.0,80,2,9,3.0,9,4
45,No,Travel_Rarely,252,Research & Development,1,3,Other,1,336,3,Male,4,5,Manager,,Married,15970.0,0,Y,No,11,3,3.0,80,1,25,,24,1
31,No,Travel_Frequently,1327,Research & Development,3,4,Medical,1,337,2,Male,3,3,Research Director,3.0,Divorced,13523.0,9,Y,No,12,3,1.0,80,1,9,3.0,2,2
33,No,Travel_Rarely,832,Research & Development,5,4,Life Sciences,1,338,3,Female,2,1,Research Scientist,,Married,14776.0,1,Y,No,13,3,3.0,80,1,2,2.0,2,0
34,No,Travel_Rarely,470,Research & Development,2,4,Life Sciences,1,339,4,Male,2,2,Manufacturing Director,1.0,Married,23687.0,6,Y,No,13,3,2.0,80,1,13,,11,5
37,No,Travel_Rarely,1017,Research & Development,1,2,Medical,1,340,3,Female,2,1,Research Scientist,,Married,18697.0,2,Y,No,14,3,1.0,80,1,17,2.0,3,0
45,No,Travel_Frequently,1199,Research & Development,7,4,Life Sciences,1,341,1,Male,4,2,Manufacturing Director,,Married,5118.0,4,Y,No,17,3,,80,1,9,3.0,3,0
37,Yes,Travel_Frequently,504,Research & Development,10,3,Medical,1,342,1,Male,3,3,Manufacturing Director,3.0,Divorced,22573.0,6,Y,No,11,3,2.0,80,2,17,3.0,1,0
39,No,Travel_Frequently,505,Research & Development,2,4,Technical Degree,1,343,3,Female,3,3,Healthcare Representative,,Single,6420.0,0,Y,No,25,4,4.0,80,0,20,3.0,19,11
29,No,Travel_Rarely,665,Research & Development,15,3,Life Sciences,1,346,3,Male,3,1,Research Scientist,4.0,Single,22673.0,1,Y,No,19,3,,80,0,6,3.0,6,1
42,No,Travel_Rarely,916,Research & Development,17,2,Life Sciences,1,347,4,Female,4,2,Research Scientist,1.0,Single,,3,Y,Yes,13,3,3.0,80,0,10,3.0,3,0
29,No,Travel_Rarely,1247,Sales,20,2,Marketing,1,349,4,Male,3,2,Sales Executive,,Divorced,10732.0,2,Y,No,14,3,4.0,80,1,10,3.0,3,0
25,No,Travel_Rarely,685,Research & Development,1,3,Life Sciences,1,350,1,Female,3,2,Manufacturing Director,3.0,Married,7505.0,0,Y,No,12,3,4.0,80,2,5,3.0,4,1
42,No,Travel_Rarely,269,Research & Development,2,3,Medical,1,351,4,Female,2,1,Laboratory Technician,,Divorced,,0,Y,Yes,11,3,3.0,80,1,10,3.0,9,7
40,No,Travel_Rarely,1416,Research & Development,2,2,Medical,1,352,1,Male,3,5,Research Director,3.0,Divorced,5949.0,0,Y,No,19,3,4.0,80,1,22,3.0,21,3
51,No,Travel_Rarely,833,Research & Development,1,3,Life Sciences,1,353,3,Male,3,1,Research Scientist,4.0,Married,23231.0,1,Y,No,11,3,2.0,80,0,1,2.0,1,0
31,Yes,Travel_Frequently,307,Research & Development,29,2,Medical,1,355,3,Male,2,1,Laboratory Technician,2.0,Single,11652.0,0,Y,No,11,3,2.0,80,0,6,4.0,5,1
32,No,Travel_Frequently,1311,Research & Development,7,3,Life Sciences,1,359,2,Male,4,1,Laboratory Technician,2.0,Married,26062.0,1,Y,No,20,4,3.0,80,0,5,1.0,5,0
38,No,Non-Travel,1327,Sales,2,2,Life Sciences,1,361,4,Male,2,2,Sales Executive,4.0,Married,19682.0,3,Y,No,18,3,4.0,80,1,13,3.0,8,7
32,No,Travel_Rarely,128,Research & Development,2,1,Technical Degree,1,362,4,Male,2,2,Laboratory Technician,1.0,Single,19737.0,4,Y,No,13,3,4.0,80,0,9,3.0,6,0
46,No,Travel_Rarely,488,Sales,2,3,Technical Degree,1,363,3,Female,1,4,Manager,2.0,Married,,3,Y,Yes,12,3,2.0,80,1,28,2.0,7,7
28,Yes,Travel_Rarely,529,Research & Development,2,4,Life Sciences,1,364,1,Male,3,1,Laboratory Technician,,Single,14935.0,2,Y,No,11,3,3.0,80,0,5,1.0,0,0
29,No,Travel_Rarely,1210,Sales,2,3,Medical,1,366,1,Male,2,2,Sales Executive,2.0,Married,3687.0,2,Y,No,19,3,2.0,80,2,10,3.0,0,0
31,No,Travel_Rarely,1463,Research & Development,23,3,Medical,1,367,2,Male,2,2,Healthcare Representative,4.0,Married,14408.0,0,Y,No,21,4,2.0,80,1,10,3.0,9,7
25,No,Non-Travel,675,Research & Development,5,2,Life Sciences,1,369,2,Male,4,2,Healthcare Representative,1.0,Divorced,18384.0,1,Y,No,12,3,4.0,80,2,6,3.0,6,1
45,No,Travel_Rarely,1385,Research & Development,20,2,Medical,1,372,3,Male,3,4,Healthcare Representative,4.0,Married,7501.0,0,Y,Yes,14,3,2.0,80,0,21,3.0,20,4
36,No,Travel_Rarely,1403,Research & Development,6,3,Life Sciences,1,373,4,Male,3,1,Laboratory Technician,4.0,Married,20251.0,0,Y,No,11,3,3.0,80,1,16,3.0,15,10
55,No,Travel_Rarely,452,Research & Development,1,3,Medical,1,374,4,Male,3,5,Manager,1.0,Single,18938.0,0,Y,Yes,14,3,3.0,80,0,37,3.0,36,4
47,Yes,Non-Travel,666,Research & Development,29,4,Life Sciences,1,376,1,Male,3,3,Manager,,Married,10268.0,1,Y,Yes,12,3,4.0,80,1,10,,10,9
28,No,Travel_Rarely,1158,Research & Development,9,3,Medical,1,377,4,Male,3,1,Research Scientist,4.0,Married,2613.0,1,Y,No,23,4,4.0,80,1,5,2.0,5,0
37,No,Travel_Rarely,228,Sales,6,4,Medical,1,378,3,Male,3,2,Sales Executive,4.0,Married,,4,Y,No,14,3,2.0,80,1,7,4.0,5,0
21,No,Travel_Rarely,996,Research & Development,3,2,Medical,1,379,4,Male,2,1,Research Scientist,,Single,10531.0,1,Y,No,17,3,1.0,80,0,3,4.0,3,1
37,No,Non-Travel,728,Research & Development,1,4,Medical,1,380,1,Female,3,3,Research Director,4.0,Divorced,11677.0,2,Y,Yes,18,3,,80,2,15,,5,0
35,No,Travel_Rarely,1315,Research & Development,22,3,Life Sciences,1,381,2,Female,4,3,Manager,2.0,Divorced,19100.0,7,Y,No,18,3,2.0,80,1,10,2.0,7,6
38,No,Travel_Rarely,322,Sales,7,2,Medical,1,382,1,Female,4,2,Sales Executive,1.0,Divorced,19191.0,1,Y,Yes,24,4,3.0,80,1,8,3.0,8,7
26,No,Travel_Frequently,1479,Research & Development,1,3,Life Sciences,1,384,3,Female,3,2,Manufacturing Director,2.0,Divorced,26767.0,1,Y,No,20,4,1.0,80,1,6,1.0,6,1
50,No,Travel_Rarely,797,Research & Development,4,1,Life Sciences,1,385,1,Male,3,5,Research Director,2.0,Divorced,15815.0,3,Y,No,14,3,1.0,80,2,28,2.0,10,1
53,No,Travel_Rarely,1070,Research & Development,3,4,Medical,1,386,3,Male,3,4,Research Director,,Married,21016.0,3,Y,Yes,16,3,4.0,80,3,21,2.0,5,1
42,No,Travel_Rarely,635,Sales,1,1,Life Sciences,1,387,2,Male,3,2,Sales Executive,3.0,Married,24532.0,1,Y,No,25,4,3.0,80,0,20,3.0,20,11
29,No,Travel_Frequently,442,Sales,2,2,Life Sciences,1,388,2,Male,3,2,Sales Executive,4.0,Single,20260.0,1,Y,No,18,3,1.0,80,0,10,2.0,10,0
55,No,Travel_Rarely,147,Research & Development,20,2,Technical Degree,1,389,2,Male,3,2,Laboratory Technician,4.0,Married,15972.0,3,Y,Yes,19,3,4.0,80,1,12,3.0,10,0
26,No,Travel_Frequently,496,Research & Development,11,2,Medical,1,390,1,Male,3,2,Healthcare Representative,1.0,Married,22722.0,1,Y,Yes,13,3,3.0,80,1,5,3.0,5,3
37,No,Travel_Rarely,1372,Research & Development,1,3,Life Sciences,1,391,4,Female,3,1,Research Scientist,4.0,Single,,1,Y,No,12,3,2.0,80,0,17,3.0,17,5
44,Yes,Travel_Frequently,920,Research & Development,24,3,Life Sciences,1,392,4,Male,3,1,Laboratory Technician,3.0,Divorced,19920.0,3,Y,Yes,22,4,4.0,80,1,19,1.0,1,0
38,No,Travel_Rarely,688,Research & Development,23,4,Life Sciences,1,393,4,Male,3,2,Healthcare Representative,4.0,Divorced,18899.0,9,Y,No,14,3,,80,1,10,3.0,2,1
26,Yes,Travel_Rarely,1449,Research & Development,16,4,Medical,1,394,1,Male,3,1,Laboratory Technician,2.0,Divorced,,2,Y,Yes,13,3,4.0,80,1,5,3.0,3,0
28,No,Travel_Rarely,1117,Research & Development,8,2,Life Sciences,1,395,4,Female,3,1,Research Scientist,,Single,4488.0,1,Y,No,21,4,4.0,80,0,5,3.0,5,0
49,No,Travel_Frequently,636,Research & Development,10,4,Life Sciences,1,396,3,Female,3,5,Research Director,1.0,Single,25594.0,9,Y,Yes,11,3,4.0,80,0,22,3.0,3,1
36,No,Travel_Rarely,506,Research & Development,3,3,Technical Degree,1,397,3,Male,3,2,Research Scientist,,Single,26285.0,4,Y,No,12,3,4.0,80,0,10,3.0,8,7
31,No,Travel_Frequently,444,Sales,5,3,Marketing,1,399,4,Female,3,1,Sales Representative,2.0,Divorced,3909.0,1,Y,No,11,3,3.0,80,1,2,2.0,2,2
26,Yes,Travel_Rarely,950,Sales,4,4,Marketing,1,401,4,Male,2,2,Sales Executive,,Single,8450.0,1,Y,Yes,12,3,2.0,80,0,8,3.0,8,7
37,No,Travel_Frequently,889,Research & Development,9,3,Medical,1,403,2,Male,3,1,Research Scientist,4.0,Married,11411.0,1,Y,Yes,12,3,3.0,80,3,4,2.0,4,1
42,No,Travel_Frequently,555,Sales,26,3,Marketing,1,404,3,Female,3,4,Sales Executive,,Married,14864.0,5,Y,No,14,3,4.0,80,1,23,4.0,20,4
18,Yes,Travel_Rarely,230,Research & Development,3,3,Life Sciences,1,405,3,Male,3,1,Laboratory Technician,,Single,,1,Y,No,13,3,3.0,80,0,0,3.0,0,0
35,No,Travel_Rarely,1232,Sales,16,3,Marketing,1,406,3,Male,3,3,Sales Executive,2.0,Married,5100.0,0,Y,No,15,3,3.0,80,2,12,2.0,11,6
36,No,Travel_Frequently,566,Research & Development,18,4,Life Sciences,1,407,3,Male,4,1,Laboratory Technician,,Married,7122.0,4,Y,No,18,3,,80,2,4,3.0,1,0
